2022-12-30	-0.001442	-0.006469	0.001862	-0.009407	-0.299423	4159400.000000
2022-12-22	-0.008462	-0.003177	0.001183	-0.020715	-1.746582	5690300.000000
2022-12-15	-0.025361	-0.015514	-0.005087	-0.028572	-5.399429	10831800.000000
2022-12-08	0.006208	0.010155	0.013964	0.001669	1.287476	4896500.000000
2022-12-01	0.000000	0.001959	0.009577	-0.005891	0.000000	11261500.000000
2022-11-23	0.006656	0.000387	0.013868	0.000005	1.397247	3807300.000000
2022-11-16	0.000714	-0.004769	0.006253	-0.006487	0.149704	6125300.000000
2022-11-09	-0.036756	-0.001177	0.001959	-0.037855	-7.385544	7320200.000000
2022-11-02	-0.028899	-0.001480	0.004538	-0.026617	-5.954987	6985600.000000
2022-10-26	0.046044	0.015564	0.066140	0.015150	8.912582	15450000.000000
2022-10-19	-0.004060	-0.004815	0.006720	-0.008732	-0.756821	4927000.000000
2022-10-12	-0.005024	0.003918	0.012326	-0.000959	-0.896240	4884300.000000
2022-10-05	0.010881	-0.008297	0.021345	-0.013598	2.011551	6119900.000000
2022-09-28	0.007365	0.000754	0.016788	-0.012965	1.304535	9751000.000000
2022-09-21	-0.026293	0.006603	0.009531	-0.022309	-5.028900	6705900.000000
2022-09-14	-0.001302	0.005858	0.010284	-0.003899	-0.258896	4632800.000000
2022-09-07	0.008961	0.004552	0.016837	-0.002980	1.772552	4098300.000000
2022-08-30	-0.004695	0.012090	0.014522	-0.006324	-0.946014	3918200.000000
2022-08-23	-0.008676	0.001262	0.007520	-0.005814	-1.802429	3525500.000000
2022-08-16	0.003327	-0.004479	0.009720	-0.015708	0.716995	6564400.000000
2022-08-09	-0.014345	-0.000248	0.006590	-0.010859	-3.041824	4596800.000000
2022-08-02	-0.024129	-0.010967	-0.006017	-0.029387	-5.069702	9939400.000000
2022-07-26	-0.008307	0.004005	0.010108	-0.005854	-1.769409	6141000.000000
2022-07-19	0.031128	0.010880	0.039475	0.009327	6.411667	4927100.000000
2022-07-12	-0.001170	-0.002903	0.020988	-0.005306	-0.238571	6779500.000000
2022-07-05	0.006828	-0.008922	0.012997	-0.019478	1.351929	4110200.000000
2022-06-27	-0.009489	0.001168	0.007688	-0.014111	-1.949997	6121200.000000
2022-06-17	0.005078	-0.011214	0.011954	-0.016609	0.959991	15087700.000000
2022-06-10	-0.032022	-0.021639	-0.013051	-0.033623	-6.600006	5162500.000000
2022-06-03	-0.011160	-0.009765	-0.003906	-0.017577	-2.400009	4351600.000000
2022-05-26	0.023106	0.006230	0.028944	0.004072	4.710007	9212300.000000
2022-05-19	-0.013101	-0.018201	0.002150	-0.033402	-2.620010	9012400.000000
2022-05-12	-0.012096	-0.009244	-0.001452	-0.032570	-2.375000	9308600.000000
2022-05-05	-0.043259	-0.008599	0.002190	-0.051567	-9.262314	7749600.000000
2022-04-28	0.030592	0.031343	0.052541	0.026056	6.537521	10799100.000000
2022-04-21	-0.006153	0.009822	0.030110	-0.009315	-1.337448	8850300.000000
2022-04-13	0.008846	-0.002687	0.013522	-0.018138	1.866440	8052900.000000
2022-04-06	-0.031315	-0.012758	-0.012359	-0.031193	-7.066513	7430000.000000
2022-03-30	-0.018280	-0.008104	-0.006698	-0.021763	-4.162048	7084000.000000
2022-03-23	-0.017348	-0.012628	-0.003502	-0.017672	-3.782791	6008000.000000
2022-03-16	0.027797	0.020671	0.038508	0.006090	5.719070	9232300.000000
2022-03-09	0.041990	0.026943	0.047848	0.020358	8.034637	8457600.000000
2022-03-02	-0.002345	-0.008015	0.009437	-0.011419	-0.489059	8865700.000000
2022-02-23	-0.024264	0.008791	0.015310	-0.024799	-5.359787	8669900.000000
2022-02-15	0.011006	0.010491	0.019472	-0.000002	2.475296	9461700.000000
2022-02-08	0.003434	-0.000436	0.009460	-0.007107	0.777252	7542000.000000
2022-02-01	0.027369	0.006779	0.040989	0.004649	6.168152	12247200.000000
2022-01-25	0.000743	-0.007547	0.021090	-0.020623	0.149460	12125500.000000
2022-01-18	0.004845	0.009196	0.014011	0.001950	1.036331	9099300.000000
2022-01-10	-0.023000	-0.010244	-0.009226	-0.044842	-4.972397	11978600.000000
2022-01-03	0.021780	0.007291	0.028315	0.004929	4.703354	7694500.000000
2021-12-27	0.004663	0.008451	0.010489	-0.004521	1.006439	4818400.000000
2021-12-17	-0.011615	-0.003810	-0.001890	-0.027263	-2.481186	11578400.000000
2021-12-10	0.009508	0.005961	0.017117	0.001024	2.002899	8882700.000000
2021-12-03	-0.009935	0.003439	0.004451	-0.017969	-1.963028	10660500.000000
2021-11-26	-0.027552	-0.045489	-0.016506	-0.049291	-5.580246	10987600.000000
2021-11-18	-0.008437	0.010587	0.017292	-0.015008	-1.723907	18292200.000000
2021-11-11	-0.023845	0.007776	0.009220	-0.021600	-5.121872	13546900.000000
2021-11-04	0.003268	0.010427	0.025886	0.004195	0.676392	11368200.000000
2021-10-28	-0.027528	0.021473	0.024921	-0.026234	-5.908661	23199400.000000
2021-10-21	-0.005099	0.002179	0.002744	-0.016935	-1.173767	5982200.000000
2021-10-14	0.012227	0.012808	0.019722	0.008018	2.705612	5590500.000000
2021-10-07	0.017836	0.015958	0.025944	0.014094	4.018677	6561900.000000
2021-09-30	-0.017337	0.009298	0.014664	-0.012655	-3.909256	7128500.000000
2021-09-23	0.024961	0.015461	0.032160	0.012573	5.530655	7952700.000000
