2022-12-30	0.001547	0.030130	0.038844	0.025337	0.106544	1122800.000000
2022-12-22	-0.006361	0.023405	0.026615	0.011583	-0.435852	2109600.000000
2022-12-15	-0.003818	0.041213	0.041213	0.020482	-0.261513	3472400.000000
2022-12-08	0.027917	0.054034	0.064972	0.050338	1.888710	3021600.000000
2022-12-01	0.007867	0.044186	0.053662	0.037718	0.523026	4277300.000000
2022-11-23	0.014417	0.034987	0.048922	0.033879	0.910454	2248900.000000
2022-11-16	-0.011795	0.025178	0.029290	0.014740	-0.745792	2862800.000000
2022-11-09	-0.019657	0.030025	0.041821	0.008689	-1.133224	3903000.000000
2022-11-02	-0.039840	0.028697	0.030763	-0.009243	-2.121162	5399700.000000
2022-10-26	0.033787	0.039955	0.075590	0.039955	1.801533	4805300.000000
2022-10-19	-0.017730	0.019621	0.030000	0.009430	-0.939507	3485600.000000
2022-10-12	-0.012642	0.018849	0.030247	0.013150	-0.687679	3445400.000000
2022-10-05	-0.008608	0.004921	0.030711	0.000914	-0.493965	5140300.000000
2022-09-28	0.028446	0.031862	0.064385	0.029694	1.443161	4264600.000000
2022-09-21	-0.034295	0.028332	0.029269	-0.002955	-1.830589	3848000.000000
2022-09-14	-0.008469	0.029175	0.033364	0.015149	-0.464912	3541500.000000
2022-09-07	-0.010022	0.009690	0.027374	0.001036	-0.532711	4132900.000000
2022-08-30	-0.041695	0.019208	0.019556	-0.013732	-2.392361	4422400.000000
2022-08-23	0.036823	0.039111	0.073100	0.038761	2.101788	4681000.000000
2022-08-16	0.042215	0.060157	0.076921	0.059628	2.392361	3509200.000000
2022-08-09	0.008882	0.085534	0.090327	0.078435	0.500401	2756700.000000
2022-08-02	-0.015768	0.075742	0.076995	0.053532	-0.880329	3022900.000000
2022-07-26	-0.009385	0.079326	0.080411	0.060336	-0.518925	2890800.000000
2022-07-19	0.014301	0.089433	0.097626	0.082003	0.750591	3103800.000000
2022-07-12	-0.010206	0.068878	0.081385	0.061411	-0.546726	5086600.000000
2022-07-05	-0.042621	0.025575	0.033692	0.010424	-2.362984	4964100.000000
2022-06-27	0.004783	0.008131	0.012596	-0.000638	0.299999	2836200.000000
2022-06-17	-0.051440	-0.028807	-0.025573	-0.061141	-3.500000	4770900.000000
2022-06-10	-0.036554	-0.034538	-0.029432	-0.049187	-2.720001	4055800.000000
2022-06-03	-0.012662	-0.010156	-0.004089	-0.017937	-0.959999	1482600.000000
2022-05-26	0.003338	-0.003756	0.004590	-0.006399	0.239998	2550500.000000
2022-05-19	0.018899	0.007350	0.026249	0.006750	1.260002	2962000.000000
2022-05-12	-0.015286	-0.026139	-0.010089	-0.034393	-1.000000	4946500.000000
2022-05-05	-0.039549	-0.013647	-0.008077	-0.049993	-2.839996	4992300.000000
2022-04-28	-0.005424	-0.006676	-0.001947	-0.019054	-0.389999	3416000.000000
2022-04-21	-0.047977	-0.025579	-0.021125	-0.053449	-3.770004	4776200.000000
2022-04-13	0.018015	0.003479	0.018760	0.003230	1.450005	2691200.000000
2022-04-06	0.000994	0.001242	0.005342	-0.008200	0.080002	3680600.000000
2022-03-30	0.027048	0.014927	0.034575	0.013651	2.120003	3057400.000000
2022-03-23	0.018439	0.006277	0.020923	0.001569	1.409996	3853800.000000
2022-03-16	0.052693	0.021859	0.053851	0.021859	3.639999	6816400.000000
2022-03-09	0.002451	0.040113	0.071865	0.031591	0.178291	7712700.000000
2022-03-02	0.043859	0.101499	0.115614	0.096173	3.293671	6540800.000000
2022-02-23	-0.003472	0.057732	0.062939	0.043892	-0.253357	5476000.000000
2022-02-15	-0.015822	0.048682	0.053577	0.035220	-1.163582	3947100.000000
2022-02-08	0.019050	0.074161	0.087093	0.061369	1.370010	4612800.000000
2022-02-01	0.039216	0.081202	0.108665	0.080456	2.627426	4316700.000000
2022-01-25	0.005596	0.057971	0.075861	0.047353	0.384735	3700900.000000
2022-01-18	0.004377	0.055927	0.073029	0.052252	0.309669	6051500.000000
2022-01-10	0.006506	0.060664	0.073941	0.054763	0.441040	5555500.000000
2022-01-03	-0.003137	0.074595	0.076346	0.057401	-0.197056	3628500.000000
2021-12-27	0.003021	0.062782	0.069864	0.053769	0.187675	1942800.000000
2021-12-17	-0.013526	0.068271	0.069242	0.051265	-0.835148	3081100.000000
2021-12-10	0.002032	0.075673	0.077506	0.060849	0.121990	2708200.000000
2021-12-03	-0.043661	0.034771	0.040421	0.009512	-2.627430	4031300.000000
2021-11-26	-0.022274	0.016700	0.044449	0.015363	-1.332481	3123600.000000
2021-11-18	-0.012692	0.053911	0.057599	0.046533	-0.722542	3617900.000000
2021-11-11	0.044084	0.098883	0.115131	0.098529	2.496059	5036700.000000
2021-11-04	-0.020126	0.053154	0.055385	0.039085	-1.172958	3871900.000000
2021-10-28	0.000931	0.060884	0.071302	0.060057	0.056301	4594000.000000
2021-10-21	-0.038015	0.034552	0.036586	0.014687	-2.430370	4765900.000000
2021-10-14	0.029544	0.089447	0.101022	0.088521	1.914261	3075300.000000
2021-10-07	0.015804	0.091896	0.100000	0.079662	0.994667	4260100.000000
2021-09-30	0.016428	0.086105	0.096479	0.082214	1.013439	3541700.000000
2021-09-23	0.006908	0.081203	0.086804	0.072081	0.431656	4049300.000000
2021-09-16	-0.046493	0.039313	0.040182	0.011497	-3.209213	3799700.000000
2021-09-09	-0.020258	0.053653	0.058435	0.041627	-1.398170	3410100.000000
2021-09-01	-0.002131	0.051768	0.068235	0.048645	-0.150131	2454200.000000
